retailer_id,territory_id,state,district,tehsil,last_visit_date,last_visit_days,sales_qty_30,sales_value_30,transactions_30,sales_qty_7,sales_value_7,transactions_7,sales_growth_ratio,total_stock_qty,unique_skus,stock_status,recommended_sku_id,recommended_product,product_sales_qty_30,grower_count,avg_farm_size,product_scans,campaign_attendance,total_messages,total_opened,total_clicked,engagement_rate,sales_demand_score,stock_alert_score,last_visit_gap_score,product_relevance_score,grower_engagement_score,visit_priority_score,priority_level,recommended_action,explanation
RTL_00012,TER_0002,Haryana,Hisar,Hisar_T007,2026-03-08,28.0,37.0,41335.48,9.0,1.0,1130.44,1.0,0.02631578947368421,42,2,Medium Stock,SY_CRU_350FS,Cruiser 350 FS,27.0,3.0,0.9533333333333333,0.0,2.0,3.0,1.0,1.0,0.25,5.439330543933055,94.29347826086956,39.62264150943396,9.246575342465754,50.0,39.516683331653965,Medium,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_00013,TER_0002,Haryana,Hisar,Hisar_T007,2026-03-08,28.0,29.0,40851.32000000001,7.0,0.0,0.0,0.0,0.0,16,2,Low Stock,SY_ALTO_5SC,Alto 5 SC,19.0,3.0,0.9533333333333333,0.0,2.0,3.0,1.0,1.0,0.25,4.044630404463041,97.82608695652173,39.62264150943396,6.506849315068493,50.0,39.57046655961641,Medium,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_00014,TER_0002,Haryana,Hisar,Hisar_T010,2025-11-25,131.0,16.0,22355.96,5.0,0.0,0.0,0.0,0.0,153,2,Good Stock,SY_AMI_250SC,Amistar 250 SC,13.0,2.0,2.51,0.0,1.0,2.0,0.0,0.0,0.0,2.2315202231520224,79.21195652173913,100.0,4.4520547945205475,3.571428571428571,41.49739627370133,Medium,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00015,TER_0002,Haryana,Hisar,Hisar_T001,2026-03-14,22.0,57.0,95556.96,11.0,0.0,0.0,0.0,0.0,274,4,Good Stock,SY_MOV_60,Movondo,34.0,5.0,0.85,1.0,2.0,5.0,2.0,0.0,0.0,7.949790794979079,62.77173913043478,28.30188679245283,11.643835616438356,8.928571428571429,26.377681864915882,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00016,TER_0002,Haryana,Hisar,Hisar_T010,2025-11-25,131.0,13.0,18289.41,2.0,0.0,0.0,0.0,0.0,125,2,Good Stock,SY_AXI_50EC,Axial 50 EC,13.0,2.0,2.51,0.0,1.0,2.0,0.0,0.0,0.0,1.813110181311018,83.0163043478261,100.0,4.4520547945205475,3.571428571428571,42.32296021767077,Medium,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00017,TER_0002,Haryana,Hisar,Hisar_T007,2026-03-08,28.0,63.0,71174.95000000001,14.0,10.0,18137.590000000004,2.0,0.15625,248,4,Good Stock,SY_VER_18EC,Vertimec 1.8 EC,40.0,3.0,0.9533333333333333,0.0,2.0,3.0,1.0,1.0,0.25,11.576011157601116,66.30434782608695,39.62264150943396,13.698630136986301,50.0,35.02821312623681,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00018,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T008,2026-02-22,42.0,196.0,250417.56,9.0,0.0,0.0,0.0,0.0,193,4,Good Stock,SY_ALTO_5SC,Alto 5 SC,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33612273361227,73.77717391304347,66.0377358490566,55.13698630136986,0.0,48.12322541336135,High,Visit retailer urgently and discuss restocking of Alto 5 SC.,Current retailer stock is low
RTL_00019,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T001,2026-02-21,43.0,39.0,52759.119999999995,14.0,0.0,0.0,0.0,0.0,253,4,Good Stock,SY_AXI_50EC,Axial 50 EC,21.0,1.0,1.36,0.0,1.0,1.0,0.0,0.0,0.0,5.439330543933055,65.625,67.9245283018868,7.191780821917808,1.7857142857142856,32.88029337541638,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00020,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T006,2026-03-02,34.0,114.0,138765.82,13.0,10.0,10359.84,3.0,0.08695652173913043,190,3,Good Stock,SY_ALTO_5SC,Alto 5 SC,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.688981868898185,74.18478260869566,50.943396226415096,32.534246575342465,0.0,39.22170644442775,Medium,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low
RTL_00021,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T005,2026-03-07,29.0,12.0,15405.12,3.0,0.0,0.0,0.0,0.0,15,2,Low Stock,SY_CRU_350FS,Cruiser 350 FS,9.0,1.0,3.02,0.0,1.0,0.0,0.0,0.0,0.0,1.6736401673640167,97.96195652173913,41.509433962264154,3.0821917808219177,1.7857142857142856,33.93536816879154,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00022,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T007,2026-03-08,28.0,106.0,125335.05,13.0,12.0,8665.68,1.0,0.11214953271028037,69,4,Good Stock,SY_TILT_250EC,Tilt 250 EC,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13110181311018,90.625,39.62264150943396,25.684931506849317,0.0,39.87284857184724,Medium,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low
RTL_00023,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T007,2026-03-08,28.0,104.0,148011.63,11.0,0.0,0.0,0.0,0.0,159,4,Good Stock,SY_ACT_25WG,Actara 25 WG,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.504881450488144,78.39673913043478,39.62264150943396,21.575342465753426,0.0,35.111478889504944,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00024,TER_0003,Uttar Pradesh,Varanasi,Varanasi_T009,2026-02-19,45.0,29.0,25571.75,4.0,0.0,0.0,0.0,0.0,194,2,Good Stock,SY_VIB_INT,Vibrance Integral,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044630404463041,73.6413043478261,71.69811320754717,8.21917808219178,0.0,35.19621456213364,Low,Monitor retailer and schedule visit later.,Current retailer stock is low | This area has not been visited recently
RTL_00025,TER_0004,Rajasthan,Bharatpur,Bharatpur_T004,2026-03-22,14.0,113.0,84885.11,5.0,0.0,0.0,0.0,0.0,155,3,Good Stock,SY_VIB_INT,Vibrance Integral,95.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,15.760111576011157,78.94021739130434,13.20754716981132,32.534246575342465,7.142857142857142,32.69901995517878,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00026,TER_0004,Rajasthan,Bharatpur,Bharatpur_T008,2026-02-26,38.0,42.0,61309.09,6.0,0.0,0.0,0.0,0.0,5,2,Low Stock,SY_KAV_75WP,Kavach 75 WP,26.0,1.0,1.86,1.0,1.0,1.0,1.0,0.0,0.0,5.857740585774058,99.32065217391305,58.490566037735846,8.904109589041095,1.7857142857142856,39.79978629368524,Medium,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_00027,TER_0004,Rajasthan,Bharatpur,Bharatpur_T004,2026-03-22,14.0,18.0,29236.39,5.0,0.0,0.0,0.0,0.0,136,2,Good Stock,SY_MOV_60,Movondo,9.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.510460251046025,81.52173913043478,13.20754716981132,3.0821917808219177,7.142857142857142,24.95169677329377,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00028,TER_0004,Rajasthan,Bharatpur,Bharatpur_T005,2026-02-20,44.0,28.0,29702.95,5.0,0.0,0.0,0.0,0.0,267,4,Good Stock,SY_MOV_60,Movondo,17.0,2.0,4.02,0.0,2.0,2.0,1.0,0.0,0.0,3.905160390516039,63.72282608695652,69.81132075471697,5.821917808219178,3.571428571428571,32.29494931821307,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00029,TER_0004,Rajasthan,Bharatpur,Bharatpur_T007,2026-03-17,19.0,48.0,63160.14,6.0,11.0,17001.16,1.0,0.22448979591836735,376,3,Good Stock,SY_SCO_250EC,Score 250 EC,19.0,1.0,0.96,0.0,1.0,0.0,0.0,0.0,0.0,9.762900976290098,48.91304347826087,22.641509433962266,6.506849315068493,1.7857142857142856,20.840031875076402,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00030,TER_0005,Maharashtra,Jalgaon,Jalgaon_T008,2026-03-19,17.0,29.0,33320.44,7.0,7.0,12407.779999999999,1.0,0.23333333333333334,36,3,Medium Stock,SY_CRU_350FS,Cruiser 350 FS,14.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.997210599721059,95.1086956521739,18.867924528301888,4.794520547945205,3.571428571428571,30.42624293795481,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00031,TER_0005,Maharashtra,Jalgaon,Jalgaon_T001,2026-03-17,19.0,37.0,44599.64,10.0,0.0,0.0,0.0,0.0,109,3,Good Stock,SY_ACT_25WG,Actara 25 WG,30.0,1.0,1.51,0.0,1.0,1.0,0.0,0.0,0.0,5.160390516039052,85.19021739130434,22.641509433962266,10.273972602739725,1.7857142857142856,29.09364070841264,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00032,TER_0005,Maharashtra,Jalgaon,Jalgaon_T007,2026-03-18,18.0,30.0,34415.84,10.0,0.0,0.0,0.0,0.0,148,3,Good Stock,SY_TOP_15WP,Topik 15 WP,21.0,1.0,1.89,1.0,1.0,1.0,0.0,0.0,0.0,4.184100418410042,79.8913043478261,20.754716981132077,7.191780821917808,1.7857142857142856,26.636338160565053,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00033,TER_0005,Maharashtra,Jalgaon,Jalgaon_T006,2026-03-18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,2,Good Stock,NA,General Crop Protection Product,0.0,2.0,3.35,1.0,2.0,2.0,0.0,0.0,0.0,0.0,80.43478260869566,20.754716981132077,0.0,3.571428571428571,24.61678190554319,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00034,TER_0005,Maharashtra,Jalgaon,Jalgaon_T007,2026-03-18,18.0,7.0,4119.95,3.0,0.0,0.0,0.0,0.0,202,2,Good Stock,SY_SCO_250EC,Score 250 EC,5.0,1.0,1.89,1.0,1.0,1.0,0.0,0.0,0.0,0.9762900976290098,72.55434782608695,20.754716981132077,1.7123287671232876,1.7857142857142856,23.01783812567678,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00035,TER_0005,Maharashtra,Jalgaon,Jalgaon_T003,2026-03-18,18.0,116.0,185439.6,6.0,0.0,0.0,0.0,0.0,213,3,Good Stock,SY_AMI_250SC,Amistar 250 SC,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.178521617852162,71.05978260869566,20.754716981132077,28.767123287671232,0.0,31.08451402690666,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00036,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T008,2026-03-19,17.0,27.0,43884.36,5.0,0.0,0.0,0.0,0.0,60,2,Good Stock,SY_ACT_25WG,Actara 25 WG,25.0,3.0,2.1966666666666668,1.0,3.0,1.0,0.0,0.0,0.0,3.765690376569038,91.84782608695652,18.867924528301888,8.561643835616438,5.357142857142857,29.685209401426967,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00037,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T003,2026-01-11,84.0,37.0,60485.93,7.0,0.0,0.0,0.0,0.0,240,3,Good Stock,SY_VER_18EC,Vertimec 1.8 EC,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.160390516039052,67.3913043478261,100.0,7.191780821917808,0.0,39.474710365055905,Medium,Plan visit this week and check demand for Vertimec 1.8 EC.,This area has not been visited recently
RTL_00038,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,2026-03-16,20.0,35.0,43962.6,9.0,0.0,0.0,0.0,0.0,118,3,Good Stock,SY_KAV_75WP,Kavach 75 WP,15.0,1.0,3.85,0.0,1.0,1.0,0.0,0.0,0.0,4.881450488145049,83.96739130434783,24.528301886792452,5.136986301369863,1.7857142857142856,28.311062723665867,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00039,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T009,2025-12-26,100.0,8.0,15802.32,1.0,0.0,0.0,0.0,0.0,187,2,Good Stock,SY_KAV_75WP,Kavach 75 WP,8.0,2.0,2.09,1.0,1.0,2.0,1.0,0.0,0.0,1.1157601115760112,74.59239130434783,100.0,2.73972602739726,3.571428571428571,39.750927620812206,Medium,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00040,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T001,2026-03-16,20.0,62.0,65003.42,12.0,0.0,0.0,0.0,0.0,53,3,Good Stock,SY_TILT_250EC,Tilt 250 EC,25.0,1.0,0.9,0.0,1.0,1.0,1.0,0.0,0.0,8.647140864714087,92.79891304347827,24.528301886792452,8.561643835616438,1.7857142857142856,32.16234890155618,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00041,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T007,2026-02-07,57.0,110.0,175863.63,6.0,5.0,10880.1,1.0,0.04504504504504504,151,3,Good Stock,SY_CRU_350FS,Cruiser 350 FS,96.0,2.0,1.06,1.0,2.0,2.0,0.0,0.0,0.0,16.736401673640167,79.4836956521739,94.33962264150944,32.87671232876712,3.571428571428571,49.04841864989534,High,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_00042,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,2026-03-16,20.0,67.0,86654.75,9.0,2.0,2680.08,1.0,0.029411764705882353,154,3,Good Stock,SY_TILT_250EC,Tilt 250 EC,31.0,1.0,3.85,0.0,1.0,1.0,0.0,0.0,0.0,9.902370990237099,79.07608695652173,24.528301886792452,10.616438356164384,1.7857142857142856,29.41643059555614,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00043,TER_0006,Uttar Pradesh,Lucknow,Lucknow_T010,2026-03-16,20.0,81.0,97292.70999999999,13.0,4.0,8772.68,1.0,0.04878048780487805,157,3,Good Stock,SY_AMI_250SC,Amistar 250 SC,34.0,1.0,3.85,0.0,1.0,1.0,0.0,0.0,0.0,12.412831241283124,78.66847826086956,24.528301886792452,11.643835616438356,1.7857142857142856,30.221776085998,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00044,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T006,2026-02-15,49.0,23.0,21904.57,6.0,0.0,0.0,0.0,0.0,141,2,Good Stock,SY_SCO_250EC,Score 250 EC,22.0,2.0,1.65,0.0,2.0,1.0,0.0,0.0,0.0,3.2078103207810322,80.84239130434783,79.24528301886792,7.534246575342466,3.571428571428571,38.50927736953907,Medium,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00045,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T001,2026-03-23,13.0,89.0,182191.56,7.0,1.0,2075.01,1.0,0.011111111111111112,337,4,Good Stock,SY_AXI_50EC,Axial 50 EC,80.0,2.0,3.585,1.0,1.0,2.0,1.0,0.0,0.0,12.691771269177126,54.21195652173913,11.320754716981133,27.397260273972602,3.571428571428571,24.091403352822898,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00046,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T001,2026-03-23,13.0,32.0,44137.07,8.0,0.0,0.0,0.0,0.0,171,3,Good Stock,SY_MOV_60,Movondo,18.0,2.0,3.585,1.0,1.0,2.0,1.0,0.0,0.0,4.463040446304045,76.7663043478261,11.320754716981133,6.164383561643835,3.571428571428571,24.076439555633396,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00047,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T006,2026-02-15,49.0,39.0,34055.61,7.0,10.0,7594.0,1.0,0.25,420,3,Good Stock,SY_AXI_50EC,Axial 50 EC,21.0,2.0,1.65,0.0,2.0,1.0,0.0,0.0,0.0,8.228730822873082,42.934782608695656,79.24528301886792,7.191780821917808,3.571428571428571,30.487281483239954,Low,Monitor retailer and schedule visit later.,This area has not been visited recently
RTL_00048,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T004,2026-02-12,52.0,194.0,141831.08,11.0,15.0,16848.05,2.0,0.07692307692307693,185,4,Good Stock,SY_TOP_15WP,Topik 15 WP,168.0,3.0,1.2933333333333332,0.0,1.0,1.0,0.0,0.0,0.0,31.241283124128312,74.86413043478261,84.90566037735849,57.534246575342465,5.357142857142857,54.23540089342149,High,Visit retailer urgently and discuss restocking of Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00049,TER_0007,Madhya Pradesh,Ratlam,Ratlam_T002,2026-03-26,10.0,75.0,89301.29,14.0,0.0,0.0,0.0,0.0,303,4,Good Stock,SY_AXI_50EC,Axial 50 EC,32.0,2.0,1.63,0.0,2.0,2.0,0.0,0.0,0.0,10.460251046025103,58.83152173913043,5.660377358490567,10.95890410958904,3.571428571428571,20.979009693869465,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00050,TER_0008,Rajasthan,Bikaner,Bikaner_T007,2026-03-23,13.0,35.0,39876.840000000004,8.0,0.0,0.0,0.0,0.0,98,2,Good Stock,SY_VER_18EC,Vertimec 1.8 EC,26.0,2.0,2.6,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,4.881450488145049,86.68478260869566,11.320754716981133,8.904109589041095,63.09523809523808,33.04492198989363,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00051,TER_0008,Rajasthan,Bikaner,Bikaner_T004,2026-03-25,11.0,106.0,130796.9,6.0,0.0,0.0,0.0,0.0,92,3,Good Stock,SY_AXI_50EC,Axial 50 EC,85.0,1.0,3.43,0.0,1.0,1.0,0.0,0.0,0.0,14.783821478382148,87.5,7.547169811320755,29.10958904109589,1.7857142857142856,32.364590190514605,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00052,TER_0008,Rajasthan,Bikaner,Bikaner_T002,2026-03-25,11.0,65.0,60118.08,9.0,0.0,0.0,0.0,0.0,74,3,Good Stock,SY_VER_18EC,Vertimec 1.8 EC,29.0,3.0,2.316666666666667,1.0,3.0,3.0,1.0,0.0,0.0,9.06555090655509,89.94565217391305,7.547169811320755,9.931506849315069,5.357142857142857,28.740952590820484,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00053,TER_0008,Rajasthan,Bikaner,Bikaner_T001,2026-03-06,30.0,80.0,103555.25,12.0,0.0,0.0,0.0,0.0,276,4,Good Stock,SY_SCO_250EC,Score 250 EC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.157601115760112,62.5,43.39622641509434,8.561643835616438,0.0,28.935772193089367,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00054,TER_0008,Rajasthan,Bikaner,Bikaner_T003,2026-03-27,9.0,27.0,36254.54,10.0,0.0,0.0,0.0,0.0,215,4,Good Stock,SY_MOV_60,Movondo,9.0,3.0,2.63,0.0,2.0,1.0,0.0,0.0,0.0,3.765690376569038,70.78804347826087,3.7735849056603774,3.0821917808219177,5.357142857142857,20.57947801650558,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00055,TER_0008,Rajasthan,Bikaner,Bikaner_T004,2026-03-25,11.0,129.0,175840.52000000002,6.0,0.0,0.0,0.0,0.0,62,2,Good Stock,SY_CRU_350FS,Cruiser 350 FS,126.0,1.0,3.43,0.0,1.0,1.0,0.0,0.0,0.0,17.99163179916318,91.57608695652173,7.547169811320755,43.15068493150685,1.7857142857142856,36.452119409440996,Medium,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low
RTL_00056,TER_0009,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T006,2026-03-17,19.0,36.0,34349.71,6.0,1.0,428.8,1.0,0.02702702702702703,408,4,Good Stock,SY_KAV_75WP,Kavach 75 WP,25.0,3.0,1.67,0.0,2.0,3.0,0.0,0.0,0.0,5.299860529986053,44.565217391304344,22.641509433962266,8.561643835616438,5.357142857142857,19.079525254671104,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_00057,TER_0009,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T004,2026-02-28,36.0,41.0,63684.47,10.0,5.0,9332.6,1.0,0.11904761904761904,177,3,Good Stock,SY_AMI_250SC,Amistar 250 SC,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.112970711297072,75.95108695652173,54.71698113207547,6.8493150684931505,0.0,33.09245643920862,Low,Monitor retailer and schedule visit later.,Current retailer stock is low
RTL_00058,TER_0009,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T008,2025-12-19,107.0,28.0,41330.34,9.0,0.0,0.0,0.0,0.0,244,3,Good Stock,SY_AMI_250SC,Amistar 250 SC,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.905160390516039,66.84782608695653,100.0,3.767123287671233,0.0,38.44857313204463,Medium,Plan visit this week and check demand for Amistar 250 SC.,This area has not been visited recently
RTL_00059,TER_0009,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T006,2026-03-17,19.0,51.0,63899.58,8.0,0.0,0.0,0.0,0.0,279,3,Good Stock,SY_VER_18EC,Vertimec 1.8 EC,25.0,3.0,1.67,0.0,2.0,3.0,0.0,0.0,0.0,7.112970711297072,62.09239130434783,22.641509433962266,8.561643835616438,5.357142857142857,24.005251787325278,Low,Monitor retailer and schedule visit later.,"Priority is based on combined sales, stock, visit and grower signals"
